dteday,instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,day,month,year,dow,woy,peak_hr,atemp_windspeed,hr_cat,temp_cat,hum_cat,cnt_season
2012-04-24,11393,2012-04-24,2,1,4,21,0,2,1,2,0.46,0.4545,0.28,0.1642,13,213,226,24,4,2012,1,17,0,0,4,2,0,829127
2012-04-24,11394,2012-04-24,2,1,4,22,0,2,1,1,0.44,0.4394,0.35,0.1045,8,149,157,24,4,2012,1,17,0,0,5,2,0,829127
2012-04-24,11395,2012-04-24,2,1,4,23,0,2,1,1,0.42,0.4242,0.38,0.0896,4,69,73,24,4,2012,1,17,0,0,5,2,0,829127
2012-04-25,11396,2012-04-25,2,1,4,0,0,3,1,1,0.44,0.4394,0.38,0.0,13,23,36,25,4,2012,2,17,0,0,0,2,0,829127
2012-04-25,11397,2012-04-25,2,1,4,1,0,3,1,1,0.42,0.4242,0.41,0.0,8,17,25,25,4,2012,2,17,0,0,0,2,0,829127
2012-04-25,11398,2012-04-25,2,1,4,2,0,3,1,1,0.36,0.3788,0.62,0.0,1,6,7,25,4,2012,2,17,0,0,0,2,1,829127
2012-04-25,11399,2012-04-25,2,1,4,3,0,3,1,1,0.32,0.3333,0.7,0.0896,0,3,3,25,4,2012,2,17,0,0,0,1,2,829127
2012-04-25,11400,2012-04-25,2,1,4,4,0,3,1,1,0.34,0.3485,0.66,0.0896,0,6,6,25,4,2012,2,17,0,0,0,1,2,829127
2012-04-25,11401,2012-04-25,2,1,4,5,0,3,1,1,0.34,0.3636,0.66,0.0,0,24,24,25,4,2012,2,17,0,0,0,1,2,829127
2012-04-25,11402,2012-04-25,2,1,4,6,0,3,1,1,0.34,0.3636,0.66,0.0,3,103,106,25,4,2012,2,17,0,0,0,1,2,829127
2012-04-25,11403,2012-04-25,2,1,4,7,0,3,1,1,0.34,0.3636,0.71,0.0,13,376,389,25,4,2012,2,17,1,0,1,1,2,829127
2012-04-25,11404,2012-04-25,2,1,4,8,0,3,1,1,0.36,0.3636,0.76,0.0896,20,634,654,25,4,2012,2,17,1,0,1,2,2,829127
2012-04-25,11405,2012-04-25,2,1,4,9,0,3,1,1,0.42,0.4242,0.54,0.0,33,288,321,25,4,2012,2,17,1,0,2,2,1,829127
2012-04-25,11406,2012-04-25,2,1,4,10,0,3,1,1,0.52,0.5,0.34,0.0,44,138,182,25,4,2012,2,17,0,0,2,2,0,829127
2012-04-25,11407,2012-04-25,2,1,4,11,0,3,1,1,0.52,0.5,0.32,0.1343,42,177,219,25,4,2012,2,17,0,0,2,2,0,829127
2012-04-25,11408,2012-04-25,2,1,4,12,0,3,1,1,0.54,0.5152,0.28,0.2836,49,220,269,25,4,2012,2,17,0,0,2,2,0,829127
2012-04-25,11409,2012-04-25,2,1,4,13,0,3,1,1,0.56,0.5303,0.26,0.2239,35,193,228,25,4,2012,2,17,0,0,2,2,0,829127
2012-04-25,11410,2012-04-25,2,1,4,14,0,3,1,1,0.56,0.5303,0.22,0.3582,47,176,223,25,4,2012,2,17,0,0,2,2,0,829127
2012-04-25,11411,2012-04-25,2,1,4,15,0,3,1,1,0.58,0.5455,0.19,0.1642,47,182,229,25,4,2012,2,17,0,0,2,2,0,829127
2012-04-25,11412,2012-04-25,2,1,4,16,0,3,1,1,0.6,0.5909,0.2,0.3284,49,327,376,25,4,2012,2,17,0,0,3,2,0,829127
2012-04-25,11413,2012-04-25,2,1,4,17,0,3,1,1,0.6,0.5909,0.2,0.2985,68,664,732,25,4,2012,2,17,1,0,3,2,0,829127
2012-04-25,11414,2012-04-25,2,1,4,18,0,3,1,1,0.6,0.5909,0.2,0.2836,60,649,709,25,4,2012,2,17,1,0,3,2,0,829127
2012-04-25,11415,2012-04-25,2,1,4,19,0,3,1,1,0.6,0.5909,0.2,0.19399999999999998,42,501,543,25,4,2012,2,17,1,0,3,2,0,829127
2012-04-25,11416,2012-04-25,2,1,4,20,0,3,1,1,0.56,0.5303,0.22,0.0896,22,358,380,25,4,2012,2,17,0,0,4,2,0,829127
2012-04-25,11417,2012-04-25,2,1,4,21,0,3,1,1,0.52,0.5,0.52,0.1343,27,212,239,25,4,2012,2,17,0,0,4,2,1,829127
2012-04-25,11418,2012-04-25,2,1,4,22,0,3,1,1,0.5,0.4848,0.51,0.0,22,170,192,25,4,2012,2,17,0,0,5,2,1,829127
2012-04-25,11419,2012-04-25,2,1,4,23,0,3,1,2,0.5,0.4848,0.51,0.0896,10,94,104,25,4,2012,2,17,0,0,5,2,1,829127
2012-04-26,11420,2012-04-26,2,1,4,0,0,4,1,2,0.48,0.4697,0.63,0.0,1,42,43,26,4,2012,3,17,0,0,0,2,2,829127
2012-04-26,11421,2012-04-26,2,1,4,1,0,4,1,2,0.48,0.4697,0.48,0.0896,1,22,23,26,4,2012,3,17,0,0,0,2,1,829127
2012-04-26,11422,2012-04-26,2,1,4,2,0,4,1,2,0.48,0.4697,0.55,0.1045,3,10,13,26,4,2012,3,17,0,0,0,2,1,829127
2012-04-26,11423,2012-04-26,2,1,4,3,0,4,1,2,0.48,0.4697,0.55,0.0896,1,5,6,26,4,2012,3,17,0,0,0,2,1,829127
2012-04-26,11424,2012-04-26,2,1,4,4,0,4,1,2,0.48,0.4697,0.59,0.0896,1,2,3,26,4,2012,3,17,0,0,0,2,1,829127
2012-04-26,11425,2012-04-26,2,1,4,5,0,4,1,2,0.48,0.4697,0.63,0.1343,0,17,17,26,4,2012,3,17,0,0,0,2,2,829127
2012-04-26,11426,2012-04-26,2,1,4,6,0,4,1,2,0.48,0.4697,0.63,0.2537,5,122,127,26,4,2012,3,17,0,0,0,2,2,829127
2012-04-26,11427,2012-04-26,2,1,4,7,0,4,1,3,0.46,0.4545,0.82,0.3582,3,222,225,26,4,2012,3,17,1,0,1,2,2,829127
2012-04-26,11428,2012-04-26,2,1,4,8,0,4,1,3,0.46,0.4545,0.82,0.19399999999999998,4,358,362,26,4,2012,3,17,1,0,1,2,2,829127
2012-04-26,11429,2012-04-26,2,1,4,9,0,4,1,3,0.46,0.4545,0.88,0.1642,12,189,201,26,4,2012,3,17,1,0,2,2,3,829127
2012-04-26,11430,2012-04-26,2,1,4,10,0,4,1,2,0.46,0.4545,0.94,0.1642,14,125,139,26,4,2012,3,17,0,0,2,2,3,829127
2012-04-26,11431,2012-04-26,2,1,4,11,0,4,1,2,0.46,0.4545,0.94,0.2239,16,135,151,26,4,2012,3,17,0,0,2,2,3,829127
2012-04-26,11432,2012-04-26,2,1,4,12,0,4,1,2,0.52,0.5,0.83,0.1343,24,180,204,26,4,2012,3,17,0,0,2,2,2,829127
2012-04-26,11433,2012-04-26,2,1,4,13,0,4,1,2,0.5,0.4848,0.82,0.1642,19,178,197,26,4,2012,3,17,0,0,2,2,2,829127
2012-04-26,11434,2012-04-26,2,1,4,14,0,4,1,2,0.54,0.5152,0.77,0.19399999999999998,37,132,169,26,4,2012,3,17,0,0,2,2,2,829127
2012-04-26,11435,2012-04-26,2,1,4,15,0,4,1,2,0.52,0.5,0.83,0.3284,39,165,204,26,4,2012,3,17,0,0,2,2,2,829127
2012-04-26,11436,2012-04-26,2,1,4,16,0,4,1,2,0.52,0.5,0.83,0.2239,37,281,318,26,4,2012,3,17,0,0,3,2,2,829127
2012-04-26,11437,2012-04-26,2,1,4,17,0,4,1,1,0.54,0.5152,0.77,0.1642,49,565,614,26,4,2012,3,17,1,0,3,2,2,829127
2012-04-26,11438,2012-04-26,2,1,4,18,0,4,1,2,0.54,0.5152,0.77,0.19399999999999998,75,589,664,26,4,2012,3,17,1,0,3,2,2,829127
2012-04-26,11439,2012-04-26,2,1,4,19,0,4,1,2,0.54,0.5152,0.77,0.2239,57,407,464,26,4,2012,3,17,1,0,3,2,2,829127
2012-04-26,11440,2012-04-26,2,1,4,20,0,4,1,1,0.54,0.5152,0.77,0.19399999999999998,23,314,337,26,4,2012,3,17,0,0,4,2,2,829127
2012-04-26,11441,2012-04-26,2,1,4,21,0,4,1,1,0.52,0.5,0.83,0.2239,28,222,250,26,4,2012,3,17,0,0,4,2,2,829127
2012-04-26,11442,2012-04-26,2,1,4,22,0,4,1,1,0.52,0.5,0.83,0.1642,20,163,183,26,4,2012,3,17,0,0,5,2,2,829127
2012-04-26,11443,2012-04-26,2,1,4,23,0,4,1,1,0.5,0.4848,0.88,0.1642,6,106,112,26,4,2012,3,17,0,0,5,2,3,829127
2012-04-27,11444,2012-04-27,2,1,4,0,0,5,1,1,0.54,0.5152,0.68,0.5522,12,61,73,27,4,2012,4,17,0,0,0,2,2,829127
2012-04-27,11445,2012-04-27,2,1,4,1,0,5,1,1,0.5,0.4848,0.59,0.4478,3,32,35,27,4,2012,4,17,0,0,0,2,1,829127
2012-04-27,11446,2012-04-27,2,1,4,2,0,5,1,1,0.48,0.4697,0.59,0.4179,4,18,22,27,4,2012,4,17,0,0,0,2,1,829127
2012-04-27,11447,2012-04-27,2,1,4,3,0,5,1,1,0.44,0.4394,0.47,0.4925,1,2,3,27,4,2012,4,17,0,0,0,2,1,829127
2012-04-27,11448,2012-04-27,2,1,4,4,0,5,1,1,0.42,0.4242,0.44,0.2537,0,6,6,27,4,2012,4,17,0,0,0,2,1,829127
2012-04-27,11449,2012-04-27,2,1,4,5,0,5,1,1,0.42,0.4242,0.44,0.3582,0,19,19,27,4,2012,4,17,0,0,0,2,1,829127
2012-04-27,11450,2012-04-27,2,1,4,6,0,5,1,1,0.4,0.4091,0.43,0.2537,5,115,120,27,4,2012,4,17,0,0,0,2,0,829127
2012-04-27,11451,2012-04-27,2,1,4,7,0,5,1,1,0.38,0.3939,0.5,0.2836,10,305,315,27,4,2012,4,17,1,0,1,2,1,829127
2012-04-27,11452,2012-04-27,2,1,4,8,0,5,1,1,0.4,0.4091,0.5,0.0,17,575,592,27,4,2012,4,17,1,0,1,2,1,829127
2012-04-27,11453,2012-04-27,2,1,4,9,0,5,1,1,0.42,0.4242,0.44,0.4925,42,292,334,27,4,2012,4,17,1,0,2,2,1,829127
2012-04-27,11454,2012-04-27,2,1,4,10,0,5,1,1,0.44,0.4394,0.38,0.4179,64,172,236,27,4,2012,4,17,0,0,2,2,0,829127
2012-04-27,11455,2012-04-27,2,1,4,11,0,5,1,1,0.44,0.4394,0.38,0.3284,47,186,233,27,4,2012,4,17,0,0,2,2,0,829127
2012-04-27,11456,2012-04-27,2,1,4,12,0,5,1,1,0.46,0.4545,0.36,0.3582,63,244,307,27,4,2012,4,17,0,0,2,2,0,829127
2012-04-27,11457,2012-04-27,2,1,4,13,0,5,1,1,0.46,0.4545,0.33,0.3881,94,212,306,27,4,2012,4,17,0,0,2,2,0,829127
2012-04-27,11458,2012-04-27,2,1,4,14,0,5,1,1,0.46,0.4545,0.33,0.3284,94,206,300,27,4,2012,4,17,0,0,2,2,0,829127
2012-04-27,11459,2012-04-27,2,1,4,15,0,5,1,1,0.52,0.5,0.29,0.4925,101,223,324,27,4,2012,4,17,0,0,2,2,0,829127
2012-04-27,11460,2012-04-27,2,1,4,16,0,5,1,1,0.52,0.5,0.29,0.2537,105,335,440,27,4,2012,4,17,0,0,3,2,0,829127
2012-04-27,11461,2012-04-27,2,1,4,17,0,5,1,1,0.54,0.5152,0.24,0.3881,89,613,702,27,4,2012,4,17,1,0,3,2,0,829127
2012-04-27,11462,2012-04-27,2,1,4,18,0,5,1,1,0.52,0.5,0.25,0.3582,94,560,654,27,4,2012,4,17,1,0,3,2,0,829127
2012-04-27,11463,2012-04-27,2,1,4,19,0,5,1,1,0.5,0.4848,0.27,0.3881,62,379,441,27,4,2012,4,17,1,0,3,2,0,829127
2012-04-27,11464,2012-04-27,2,1,4,20,0,5,1,1,0.46,0.4545,0.31,0.2836,49,240,289,27,4,2012,4,17,0,0,4,2,0,829127
2012-04-27,11465,2012-04-27,2,1,4,21,0,5,1,1,0.44,0.4394,0.33,0.2985,23,185,208,27,4,2012,4,17,0,0,4,2,0,829127
2012-04-27,11466,2012-04-27,2,1,4,22,0,5,1,1,0.42,0.4242,0.38,0.2537,24,134,158,27,4,2012,4,17,0,0,5,2,0,829127
2012-04-27,11467,2012-04-27,2,1,4,23,0,5,1,1,0.4,0.4091,0.4,0.2537,11,105,116,27,4,2012,4,17,0,0,5,2,0,829127
2012-04-28,11468,2012-04-28,2,1,4,0,0,6,0,1,0.38,0.3939,0.43,0.1642,4,99,103,28,4,2012,5,17,0,0,0,2,0,829127
2012-04-28,11469,2012-04-28,2,1,4,1,0,6,0,1,0.36,0.3333,0.5,0.2985,7,60,67,28,4,2012,5,17,0,0,0,2,1,829127
2012-04-28,11470,2012-04-28,2,1,4,2,0,6,0,1,0.36,0.3485,0.43,0.1642,8,49,57,28,4,2012,5,17,0,0,0,2,0,829127
2012-04-28,11471,2012-04-28,2,1,4,3,0,6,0,1,0.34,0.3182,0.49,0.2239,3,23,26,28,4,2012,5,17,0,0,0,1,1,829127
2012-04-28,11472,2012-04-28,2,1,4,4,0,6,0,1,0.34,0.3333,0.49,0.1642,0,2,2,28,4,2012,5,17,0,0,0,1,1,829127
2012-04-28,11473,2012-04-28,2,1,4,5,0,6,0,1,0.34,0.3333,0.46,0.1343,2,3,5,28,4,2012,5,17,0,0,0,1,1,829127
2012-04-28,11474,2012-04-28,2,1,4,6,0,6,0,1,0.34,0.3333,0.49,0.19399999999999998,10,18,28,28,4,2012,5,17,0,0,0,1,1,829127
2012-04-28,11475,2012-04-28,2,1,4,7,0,6,0,1,0.34,0.3333,0.49,0.1642,10,45,55,28,4,2012,5,17,0,0,1,1,1,829127
2012-04-28,11476,2012-04-28,2,1,4,8,0,6,0,1,0.38,0.3939,0.4,0.1343,24,134,158,28,4,2012,5,17,0,0,1,2,0,829127
2012-04-28,11477,2012-04-28,2,1,4,9,0,6,0,2,0.38,0.3939,0.37,0.0,45,169,214,28,4,2012,5,17,0,0,2,2,0,829127
2012-04-28,11478,2012-04-28,2,1,4,10,0,6,0,2,0.38,0.3939,0.4,0.1642,60,231,291,28,4,2012,5,17,1,0,2,2,0,829127
2012-04-28,11479,2012-04-28,2,1,4,11,0,6,0,2,0.38,0.3939,0.4,0.1045,96,262,358,28,4,2012,5,17,1,0,2,2,0,829127
2012-04-28,11480,2012-04-28,2,1,4,12,0,6,0,2,0.38,0.3939,0.43,0.0,105,276,381,28,4,2012,5,17,1,0,2,2,0,829127
2012-04-28,11481,2012-04-28,2,1,4,13,0,6,0,2,0.4,0.4091,0.37,0.0,120,269,389,28,4,2012,5,17,1,0,2,2,0,829127
2012-04-28,11482,2012-04-28,2,1,4,14,0,6,0,1,0.42,0.4242,0.38,0.1045,147,293,440,28,4,2012,5,17,1,0,2,2,0,829127
2012-04-28,11483,2012-04-28,2,1,4,15,0,6,0,1,0.42,0.4242,0.41,0.2239,148,260,408,28,4,2012,5,17,1,0,2,2,0,829127
2012-04-28,11484,2012-04-28,2,1,4,16,0,6,0,2,0.44,0.4394,0.38,0.19399999999999998,132,244,376,28,4,2012,5,17,1,0,3,2,0,829127
2012-04-28,11485,2012-04-28,2,1,4,17,0,6,0,2,0.42,0.4242,0.41,0.1343,98,224,322,28,4,2012,5,17,1,0,3,2,0,829127
2012-04-28,11486,2012-04-28,2,1,4,18,0,6,0,3,0.4,0.4091,0.47,0.0,17,73,90,28,4,2012,5,17,1,0,3,2,1,829127
2012-04-28,11487,2012-04-28,2,1,4,19,0,6,0,3,0.36,0.3485,0.71,0.1343,29,110,139,28,4,2012,5,17,1,0,3,2,2,829127
2012-04-28,11488,2012-04-28,2,1,4,20,0,6,0,2,0.38,0.3939,0.66,0.0,21,81,102,28,4,2012,5,17,0,0,4,2,2,829127
2012-04-28,11489,2012-04-28,2,1,4,21,0,6,0,3,0.36,0.3485,0.71,0.19399999999999998,12,72,84,28,4,2012,5,17,0,0,4,2,2,829127
2012-04-28,11490,2012-04-28,2,1,4,22,0,6,0,2,0.36,0.3485,0.71,0.1343,17,66,83,28,4,2012,5,17,0,0,5,2,2,829127
2012-04-28,11491,2012-04-28,2,1,4,23,0,6,0,2,0.38,0.3939,0.76,0.0896,5,37,42,28,4,2012,5,17,0,0,5,2,2,829127
2012-04-29,11492,2012-04-29,2,1,4,0,0,0,0,3,0.36,0.3485,0.81,0.1343,0,36,36,29,4,2012,6,17,0,0,0,2,2,829127
2012-04-29,11493,2012-04-29,2,1,4,1,0,0,0,2,0.36,0.3485,0.81,0.1343,5,37,42,29,4,2012,6,17,0,0,0,2,2,829127
2012-04-29,11494,2012-04-29,2,1,4,2,0,0,0,2,0.36,0.3636,0.87,0.1045,4,36,40,29,4,2012,6,17,0,0,0,2,3,829127
2012-04-29,11495,2012-04-29,2,1,4,3,0,0,0,2,0.36,0.3485,0.87,0.19399999999999998,2,14,16,29,4,2012,6,17,0,0,0,2,3,829127
2012-04-29,11496,2012-04-29,2,1,4,4,0,0,0,2,0.36,0.3485,0.87,0.1343,0,4,4,29,4,2012,6,17,0,0,0,2,3,829127
2012-04-29,11497,2012-04-29,2,1,4,5,0,0,0,1,0.34,0.3636,0.87,0.0,0,6,6,29,4,2012,6,17,0,0,0,1,3,829127
2012-04-29,11498,2012-04-29,2,1,4,6,0,0,0,1,0.34,0.3333,0.87,0.1343,1,6,7,29,4,2012,6,17,0,0,0,1,3,829127
2012-04-29,11499,2012-04-29,2,1,4,7,0,0,0,2,0.34,0.3333,0.87,0.1343,7,20,27,29,4,2012,6,17,0,0,1,1,3,829127
2012-04-29,11500,2012-04-29,2,1,4,8,0,0,0,1,0.38,0.3939,0.76,0.1343,26,81,107,29,4,2012,6,17,0,0,1,2,2,829127
2012-04-29,11501,2012-04-29,2,1,4,9,0,0,0,1,0.4,0.4091,0.71,0.1343,52,133,185,29,4,2012,6,17,0,0,2,2,2,829127
2012-04-29,11502,2012-04-29,2,1,4,10,0,0,0,1,0.42,0.4242,0.67,0.0896,127,253,380,29,4,2012,6,17,1,0,2,2,2,829127
2012-04-29,11503,2012-04-29,2,1,4,11,0,0,0,1,0.46,0.4545,0.51,0.0,128,283,411,29,4,2012,6,17,1,0,2,2,1,829127
2012-04-29,11504,2012-04-29,2,1,4,12,0,0,0,1,0.48,0.4697,0.44,0.1045,223,361,584,29,4,2012,6,17,1,0,2,2,1,829127
2012-04-29,11505,2012-04-29,2,1,4,13,0,0,0,1,0.5,0.4848,0.45,0.1045,226,369,595,29,4,2012,6,17,1,0,2,2,1,829127
2012-04-29,11506,2012-04-29,2,1,4,14,0,0,0,1,0.54,0.5152,0.34,0.0,281,372,653,29,4,2012,6,17,1,0,2,2,0,829127
2012-04-29,11507,2012-04-29,2,1,4,15,0,0,0,1,0.56,0.5303,0.37,0.1343,279,324,603,29,4,2012,6,17,1,0,2,2,0,829127
2012-04-29,11508,2012-04-29,2,1,4,16,0,0,0,1,0.6,0.6061,0.28,0.19399999999999998,240,347,587,29,4,2012,6,17,1,0,3,2,0,829127
2012-04-29,11509,2012-04-29,2,1,4,17,0,0,0,1,0.62,0.6061,0.27,0.2985,188,334,522,29,4,2012,6,17,1,0,3,2,0,829127
2012-04-29,11510,2012-04-29,2,1,4,18,0,0,0,1,0.6,0.6061,0.26,0.2836,164,323,487,29,4,2012,6,17,1,0,3,2,0,829127
2012-04-29,11511,2012-04-29,2,1,4,19,0,0,0,1,0.56,0.5303,0.35,0.1343,128,247,375,29,4,2012,6,17,1,0,3,2,0,829127
2012-04-29,11512,2012-04-29,2,1,4,20,0,0,0,1,0.56,0.5303,0.32,0.0896,45,198,243,29,4,2012,6,17,0,0,4,2,0,829127
2012-04-29,11513,2012-04-29,2,1,4,21,0,0,0,1,0.52,0.5,0.48,0.1343,65,139,204,29,4,2012,6,17,0,0,4,2,1,829127
2012-04-29,11514,2012-04-29,2,1,4,22,0,0,0,1,0.5,0.4848,0.45,0.0,23,85,108,29,4,2012,6,17,0,0,5,2,1,829127
2012-04-29,11515,2012-04-29,2,1,4,23,0,0,0,1,0.48,0.4697,0.59,0.0,15,67,82,29,4,2012,6,17,0,0,5,2,1,829127
2012-04-30,11516,2012-04-30,2,1,4,0,0,1,1,1,0.44,0.4394,0.72,0.1045,12,36,48,30,4,2012,0,18,0,0,0,2,2,829127
2012-04-30,11517,2012-04-30,2,1,4,1,0,1,1,1,0.42,0.4242,0.77,0.0896,9,15,24,30,4,2012,0,18,0,0,0,2,2,829127
2012-04-30,11518,2012-04-30,2,1,4,2,0,1,1,1,0.42,0.4242,0.71,0.1343,3,5,8,30,4,2012,0,18,0,0,0,2,2,829127
2012-04-30,11519,2012-04-30,2,1,4,3,0,1,1,1,0.4,0.4091,0.76,0.1642,0,4,4,30,4,2012,0,18,0,0,0,2,2,829127
2012-04-30,11520,2012-04-30,2,1,4,4,0,1,1,1,0.38,0.3939,0.62,0.2537,0,2,2,30,4,2012,0,18,0,0,0,2,1,829127
2012-04-30,11521,2012-04-30,2,1,4,5,0,1,1,1,0.38,0.3939,0.62,0.2537,1,19,20,30,4,2012,0,18,0,0,0,2,1,829127
2012-04-30,11522,2012-04-30,2,1,4,6,0,1,1,1,0.4,0.4091,0.47,0.19399999999999998,2,121,123,30,4,2012,0,18,0,0,0,2,1,829127
2012-04-30,11523,2012-04-30,2,1,4,7,0,1,1,1,0.4,0.4091,0.5,0.19399999999999998,6,343,349,30,4,2012,0,18,1,0,1,2,1,829127
2012-04-30,11524,2012-04-30,2,1,4,8,0,1,1,1,0.4,0.4091,0.43,0.19399999999999998,17,579,596,30,4,2012,0,18,1,0,1,2,0,829127
2012-04-30,11525,2012-04-30,2,1,4,9,0,1,1,2,0.4,0.4091,0.43,0.19399999999999998,29,239,268,30,4,2012,0,18,1,0,2,2,0,829127
2012-04-30,11526,2012-04-30,2,1,4,10,0,1,1,2,0.42,0.4242,0.41,0.1642,41,116,157,30,4,2012,0,18,0,0,2,2,0,829127
2012-04-30,11527,2012-04-30,2,1,4,11,0,1,1,2,0.44,0.4394,0.44,0.1045,52,111,163,30,4,2012,0,18,0,0,2,2,1,829127
2012-04-30,11528,2012-04-30,2,1,4,12,0,1,1,2,0.44,0.4394,0.47,0.1343,45,180,225,30,4,2012,0,18,0,0,2,2,1,829127
2012-04-30,11529,2012-04-30,2,1,4,13,0,1,1,2,0.48,0.4697,0.51,0.0896,48,199,247,30,4,2012,0,18,0,0,2,2,1,829127
2012-04-30,11530,2012-04-30,2,1,4,14,0,1,1,2,0.5,0.4848,0.55,0.1343,56,162,218,30,4,2012,0,18,0,0,2,2,1,829127
2012-04-30,11531,2012-04-30,2,1,4,15,0,1,1,2,0.52,0.5,0.55,0.1045,55,176,231,30,4,2012,0,18,0,0,2,2,1,829127
2012-04-30,11532,2012-04-30,2,1,4,16,0,1,1,1,0.56,0.5303,0.6,0.19399999999999998,44,303,347,30,4,2012,0,18,0,0,3,2,1,829127
2012-04-30,11533,2012-04-30,2,1,4,17,0,1,1,1,0.56,0.5303,0.6,0.1642,66,617,683,30,4,2012,0,18,1,0,3,2,1,829127
2012-04-30,11534,2012-04-30,2,1,4,18,0,1,1,2,0.56,0.5303,0.6,0.2239,53,611,664,30,4,2012,0,18,1,0,3,2,1,829127
2012-04-30,11535,2012-04-30,2,1,4,19,0,1,1,2,0.54,0.5152,0.64,0.2537,51,420,471,30,4,2012,0,18,1,0,3,2,2,829127
2012-04-30,11536,2012-04-30,2,1,4,20,0,1,1,2,0.52,0.5,0.59,0.19399999999999998,28,281,309,30,4,2012,0,18,0,0,4,2,1,829127
2012-04-30,11537,2012-04-30,2,1,4,21,0,1,1,2,0.52,0.5,0.59,0.19399999999999998,26,195,221,30,4,2012,0,18,0,0,4,2,1,829127
2012-04-30,11538,2012-04-30,2,1,4,22,0,1,1,2,0.52,0.5,0.55,0.1642,11,123,134,30,4,2012,0,18,0,0,5,2,1,829127
2012-04-30,11539,2012-04-30,2,1,4,23,0,1,1,2,0.52,0.5,0.55,0.2239,10,50,60,30,4,2012,0,18,0,0,5,2,1,829127
2012-05-01,11540,2012-05-01,2,1,5,0,0,2,1,2,0.5,0.4848,0.59,0.19399999999999998,7,28,35,1,5,2012,1,18,0,0,0,2,1,829127
2012-05-01,11541,2012-05-01,2,1,5,1,0,2,1,2,0.5,0.4848,0.63,0.1343,0,21,21,1,5,2012,1,18,0,0,0,2,2,829127
2012-05-01,11542,2012-05-01,2,1,5,2,0,2,1,2,0.5,0.4848,0.72,0.0896,1,7,8,1,5,2012,1,18,0,0,0,2,2,829127
2012-05-01,11543,2012-05-01,2,1,5,3,0,2,1,2,0.5,0.4848,0.77,0.0,1,2,3,1,5,2012,1,18,0,0,0,2,2,829127
2012-05-01,11544,2012-05-01,2,1,5,4,0,2,1,2,0.52,0.5,0.72,0.0896,1,7,8,1,5,2012,1,18,0,0,0,2,2,829127
2012-05-01,11545,2012-05-01,2,1,5,5,0,2,1,2,0.52,0.5,0.72,0.0896,0,17,17,1,5,2012,1,18,0,0,0,2,2,829127
2012-05-01,11546,2012-05-01,2,1,5,6,0,2,1,3,0.52,0.5,0.77,0.1045,2,24,26,1,5,2012,1,18,0,0,0,2,2,829127
2012-05-01,11547,2012-05-01,2,1,5,7,0,2,1,2,0.5,0.4848,0.94,0.2537,8,161,169,1,5,2012,1,18,1,0,1,2,3,829127
2012-05-01,11548,2012-05-01,2,1,5,8,0,2,1,2,0.52,0.5,0.94,0.2836,19,538,557,1,5,2012,1,18,1,0,1,2,3,829127
2012-05-01,11549,2012-05-01,2,1,5,9,0,2,1,2,0.54,0.5152,0.88,0.19399999999999998,18,331,349,1,5,2012,1,18,1,0,2,2,3,829127
2012-05-01,11550,2012-05-01,2,1,5,10,0,2,1,1,0.62,0.5909,0.78,0.2537,30,144,174,1,5,2012,1,18,0,0,2,2,2,829127
2012-05-01,11551,2012-05-01,2,1,5,11,0,2,1,2,0.66,0.6212,0.65,0.2836,50,179,229,1,5,2012,1,18,0,0,2,2,2,829127
2012-05-01,11552,2012-05-01,2,1,5,12,0,2,1,2,0.7,0.6515,0.58,0.2239,41,228,269,1,5,2012,1,18,0,0,2,3,1,829127
2012-05-01,11553,2012-05-01,2,1,5,13,0,2,1,2,0.72,0.6667,0.51,0.2239,41,208,249,1,5,2012,1,18,0,0,2,3,1,829127
2012-05-01,11554,2012-05-01,2,1,5,14,0,2,1,2,0.74,0.6667,0.48,0.2537,37,167,204,1,5,2012,1,18,0,1,2,3,1,829127
2012-05-01,11555,2012-05-01,2,1,5,15,0,2,1,2,0.74,0.6667,0.45,0.2239,48,186,234,1,5,2012,1,18,0,0,2,3,1,829127
2012-05-01,11556,2012-05-01,2,1,5,16,0,2,1,1,0.74,0.6667,0.45,0.19399999999999998,41,313,354,1,5,2012,1,18,0,0,3,3,1,829127
2012-05-01,11557,2012-05-01,2,1,5,17,0,2,1,1,0.74,0.6667,0.48,0.0896,65,616,681,1,5,2012,1,18,1,0,3,3,1,829127
2012-05-01,11558,2012-05-01,2,1,5,18,0,2,1,1,0.7,0.6515,0.54,0.1343,81,662,743,1,5,2012,1,18,1,0,3,3,1,829127
2012-05-01,11559,2012-05-01,2,1,5,19,0,2,1,1,0.7,0.6515,0.54,0.1343,58,429,487,1,5,2012,1,18,1,0,3,3,1,829127
2012-05-01,11560,2012-05-01,2,1,5,20,0,2,1,1,0.66,0.6212,0.61,0.1642,36,299,335,1,5,2012,1,18,0,0,4,2,1,829127
2012-05-01,11561,2012-05-01,2,1,5,21,0,2,1,1,0.64,0.6061,0.65,0.1343,31,251,282,1,5,2012,1,18,0,0,4,2,2,829127
2012-05-01,11562,2012-05-01,2,1,5,22,0,2,1,1,0.64,0.6061,0.65,0.0,21,190,211,1,5,2012,1,18,0,0,5,2,2,829127
